Fecha,ID_Producto,Producto,ID_Cliente,Cliente,Cantidad,Precio_Unitario,Region,Canal,Factura_ID
2024-06-05,P006,Gorra Visera,C006,UrbanFit,10,35.0,Buenos Aires,Tienda,F675236
2023-09-30,P007,Buzo Deportivo,C001,Deportes SA,20,150.0,Mendoza,Online,F826909
2023-06-13,P001,Zapatillas Running,C005,MegaSports,3,120.5,Santa Fe,Online,F677824
2023-10-09,P007,Buzo Deportivo,C001,Deportes SA,19,150.0,Tucumán,Online,F687393
2023-02-27,P010,Guantes Invierno,C007,Fitness Pro,10,70.0,Entre Ríos,Mayorista,F635049
2024-04-24,P001,Zapatillas Running,C009,ZonaActiva,12,120.5,Mendoza,Tienda,F939816
2024-02-09,P009,Mochila Gym,C008,TodoDeporte,9,180.0,Chaco,Online,F688314
2023-07-07,P005,Medias Técnicas,C010,Running World,15,25.0,Santa Fe,Online,F544003
2024-06-09,P009,Mochila Gym,C009,ZonaActiva,16,180.0,Corrientes,Mayorista,F401167
2023-08-04,P008,Botines Futbol,C003,Outlet Sur,12,250.0,Neuquén,Mayorista,F920593
2024-12-02,P003,Short Entrenamiento,C010,Running World,1,60.0,Santa Fe,Mayorista,F206698
2024-11-23,P001,Zapatillas Running,C001,Deportes SA,2,120.5,Santa Fe,Tienda,F416884
2023-01-02,P008,Botines Futbol,C006,UrbanFit,13,250.0,Córdoba,Mayorista,F631306
2024-08-07,P001,Zapatillas Running,C002,Indumentaria Norte,6,120.5,Buenos Aires,Tienda,F242734
2024-04-04,P002,Remera Deportiva,C003,Outlet Sur,6,45.0,Santa Fe,Tienda,F619047
2024-05-20,P004,Campera Rompeviento,C005,MegaSports,5,210.0,Neuquén,Tienda,F380941
2024-06-21,P004,Campera Rompeviento,C009,ZonaActiva,2,210.0,Tucumán,Tienda,F282563
2024-07-29,P008,Botines Futbol,C003,Outlet Sur,2,250.0,Chaco,Mayorista,F884788
2023-07-01,P001,Zapatillas Running,C007,Fitness Pro,6,120.5,Buenos Aires,Online,F440466
2023-05-18,P008,Botines Futbol,C001,Deportes SA,7,250.0,Mendoza,Online,F143687
2023-12-02,P002,Remera Deportiva,C003,Outlet Sur,10,45.0,Salta,Tienda,F256607
2025-01-21,P008,Botines Futbol,C001,Deportes SA,1,250.0,Córdoba,Online,F214986
2023-02-23,P001,Zapatillas Running,C003,Outlet Sur,5,120.5,Neuquén,Mayorista,F143917
2023-03-02,P003,Short Entrenamiento,C003,Outlet Sur,2,60.0,Chaco,Online,F107093
2023-09-08,P001,Zapatillas Running,C009,ZonaActiva,17,120.5,Salta,Mayorista,F457927
2024-05-22,P010,Guantes Invierno,C009,ZonaActiva,6,70.0,Neuquén,Mayorista,F281007
2025-02-25,P009,Mochila Gym,C005,MegaSports,6,180.0,Neuquén,Tienda,F372091
2024-09-04,P002,Remera Deportiva,C006,UrbanFit,11,45.0,Chaco,Online,F140322
2024-03-24,P002,Remera Deportiva,C001,Deportes SA,16,45.0,Entre Ríos,Mayorista,F526835
2023-08-24,P010,Guantes Invierno,C009,ZonaActiva,13,70.0,Tucumán,Mayorista,F705945
2023-05-06,P009,Mochila Gym,C002,Indumentaria Norte,1,180.0,Buenos Aires,Tienda,F977998
2024-12-04,P006,Gorra Visera,C003,Outlet Sur,4,35.0,Mendoza,Tienda,F843120
2024-04-28,P002,Remera Deportiva,C001,Deportes SA,20,45.0,Mendoza,Online,F547003
2024-03-15,P001,Zapatillas Running,C006,UrbanFit,14,120.5,Mendoza,Online,F115697
2023-08-16,P008,Botines Futbol,C003,Outlet Sur,19,250.0,Mendoza,Mayorista,F173217
2024-08-10,P009,Mochila Gym,C008,TodoDeporte,8,180.0,Chaco,Tienda,F677650
2023-11-29,P008,Botines Futbol,C004,Tiendas Centro,15,250.0,Chaco,Tienda,F632378
2024-01-05,P001,Zapatillas Running,C006,UrbanFit,12,120.5,Córdoba,Tienda,F361280
2025-04-22,P009,Mochila Gym,C002,Indumentaria Norte,13,180.0,Salta,Online,F773539
2024-06-06,P004,Campera Rompeviento,C007,Fitness Pro,9,210.0,Tucumán,Online,F455922
2024-12-23,P007,Buzo Deportivo,C009,ZonaActiva,11,150.0,Tucumán,Tienda,F115871
2023-06-04,P006,Gorra Visera,C003,Outlet Sur,17,35.0,Neuquén,Mayorista,F579069
2023-12-17,P009,Mochila Gym,C002,Indumentaria Norte,5,180.0,Neuquén,Tienda,F720002
2025-09-05,P008,Botines Futbol,C005,MegaSports,16,250.0,Buenos Aires,Tienda,F577858
2025-04-18,P006,Gorra Visera,C007,Fitness Pro,17,35.0,Tucumán,Mayorista,F821194
2025-07-09,P001,Zapatillas Running,C001,Deportes SA,9,120.5,Corrientes,Tienda,F734061
2024-01-23,P009,Mochila Gym,C008,TodoDeporte,11,180.0,Tucumán,Tienda,F785154
2023-12-20,P010,Guantes Invierno,C003,Outlet Sur,10,70.0,Entre Ríos,Tienda,F458000
2023-10-20,P001,Zapatillas Running,C005,MegaSports,20,120.5,Salta,Mayorista,F233008
2024-04-22,P004,Campera Rompeviento,C006,UrbanFit,12,210.0,Chaco,Online,F738067
2023-10-23,P010,Guantes Invierno,C003,Outlet Sur,6,70.0,Neuquén,Mayorista,F634435
2024-06-28,P002,Remera Deportiva,C009,ZonaActiva,17,45.0,Entre Ríos,Tienda,F143781
2024-09-20,P002,Remera Deportiva,C001,Deportes SA,5,45.0,Buenos Aires,Mayorista,F132910
2023-03-29,P004,Campera Rompeviento,C005,MegaSports,20,210.0,Neuquén,Mayorista,F452451
2024-05-12,P007,Buzo Deportivo,C004,Tiendas Centro,20,150.0,Chaco,Online,F155858
2024-10-14,P006,Gorra Visera,C006,UrbanFit,11,35.0,Salta,Mayorista,F663086
2023-04-26,P007,Buzo Deportivo,C003,Outlet Sur,14,150.0,Neuquén,Tienda,F637163
2025-08-31,P002,Remera Deportiva,C009,ZonaActiva,20,45.0,Tucumán,Tienda,F550024
2024-01-30,P001,Zapatillas Running,C002,Indumentaria Norte,8,120.5,Córdoba,Tienda,F673855
2025-08-28,P010,Guantes Invierno,C004,Tiendas Centro,19,70.0,Mendoza,Mayorista,F910926
2023-10-09,P006,Gorra Visera,C009,ZonaActiva,5,35.0,Mendoza,Tienda,F469997
2024-08-25,P004,Campera Rompeviento,C003,Outlet Sur,15,210.0,Córdoba,Online,F752284
2025-09-28,P003,Short Entrenamiento,C003,Outlet Sur,7,60.0,Tucumán,Tienda,F418350
2025-07-05,P010,Guantes Invierno,C001,Deportes SA,9,70.0,Santa Fe,Online,F909613
2025-11-04,P004,Campera Rompeviento,C002,Indumentaria Norte,6,210.0,Mendoza,Mayorista,F817832
2025-05-06,P010,Guantes Invierno,C004,Tiendas Centro,8,70.0,Córdoba,Online,F369571
2025-11-15,P005,Medias Técnicas,C009,ZonaActiva,2,25.0,Córdoba,Online,F461146
2024-12-08,P003,Short Entrenamiento,C001,Deportes SA,10,60.0,Neuquén,Mayorista,F138650
2023-06-19,P004,Campera Rompeviento,C006,UrbanFit,2,210.0,Chaco,Tienda,F435591
2025-02-24,P010,Guantes Invierno,C004,Tiendas Centro,13,70.0,Entre Ríos,Online,F924261
2023-12-19,P002,Remera Deportiva,C002,Indumentaria Norte,8,45.0,Chaco,Online,F715737
2025-01-21,P010,Guantes Invierno,C010,Running World,9,70.0,Santa Fe,Tienda,F516885
2023-12-22,P002,Remera Deportiva,C003,Outlet Sur,20,45.0,Entre Ríos,Tienda,F547464
2024-06-02,P005,Medias Técnicas,C007,Fitness Pro,4,25.0,Mendoza,Online,F379292
2025-11-04,P008,Botines Futbol,C009,ZonaActiva,12,250.0,Corrientes,Mayorista,F760837
2023-02-25,P009,Mochila Gym,C009,ZonaActiva,19,180.0,Entre Ríos,Online,F450185
2025-10-02,P006,Gorra Visera,C008,TodoDeporte,11,35.0,Chaco,Mayorista,F957338
2024-03-18,P005,Medias Técnicas,C010,Running World,11,25.0,Mendoza,Mayorista,F250824
2025-11-15,P005,Medias Técnicas,C008,TodoDeporte,14,25.0,Tucumán,Tienda,F907047
2024-06-13,P006,Gorra Visera,C002,Indumentaria Norte,2,35.0,Chaco,Tienda,F216402
2024-05-05,P004,Campera Rompeviento,C010,Running World,8,210.0,Salta,Online,F406786
2023-04-27,P004,Campera Rompeviento,C005,MegaSports,4,210.0,Santa Fe,Mayorista,F654817
2024-07-23,P004,Campera Rompeviento,C010,Running World,2,210.0,Mendoza,Online,F283199
2025-02-02,P004,Campera Rompeviento,C007,Fitness Pro,13,210.0,Neuquén,Mayorista,F792014
2024-05-30,P002,Remera Deportiva,C002,Indumentaria Norte,14,45.0,Corrientes,Mayorista,F392725
2025-06-10,P002,Remera Deportiva,C006,UrbanFit,13,45.0,Tucumán,Online,F631607
2024-09-10,P008,Botines Futbol,C003,Outlet Sur,20,250.0,Santa Fe,Online,F866457
2023-10-09,P002,Remera Deportiva,C001,Deportes SA,12,45.0,Córdoba,Tienda,F631612
2023-08-19,P004,Campera Rompeviento,C009,ZonaActiva,19,210.0,Santa Fe,Tienda,F296943
2025-11-30,P008,Botines Futbol,C007,Fitness Pro,9,250.0,Corrientes,Mayorista,F945036
2025-03-02,P009,Mochila Gym,C001,Deportes SA,6,180.0,Córdoba,Tienda,F384147
2024-08-03,P009,Mochila Gym,C008,TodoDeporte,12,180.0,Santa Fe,Online,F818298
2025-06-18,P002,Remera Deportiva,C008,TodoDeporte,15,45.0,Neuquén,Online,F190090
2024-10-20,P002,Remera Deportiva,C007,Fitness Pro,5,45.0,Santa Fe,Mayorista,F595394
2025-02-19,P003,Short Entrenamiento,C002,Indumentaria Norte,13,60.0,Salta,Mayorista,F829815
2023-06-03,P010,Guantes Invierno,C006,UrbanFit,13,70.0,Entre Ríos,Tienda,F420866
2023-08-29,P007,Buzo Deportivo,C009,ZonaActiva,13,150.0,Chaco,Tienda,F507089
2025-01-18,P004,Campera Rompeviento,C003,Outlet Sur,13,210.0,Buenos Aires,Mayorista,F352550
2023-02-09,P010,Guantes Invierno,C010,Running World,19,70.0,Chaco,Online,F460287
2023-08-26,P008,Botines Futbol,C001,Deportes SA,13,250.0,Entre Ríos,Online,F984101
2023-02-16,P007,Buzo Deportivo,C007,Fitness Pro,1,150.0,Corrientes,Mayorista,F117093
2025-05-06,P006,Gorra Visera,C007,Fitness Pro,4,35.0,Neuquén,Tienda,F790651
2024-12-18,P004,Campera Rompeviento,C004,Tiendas Centro,3,210.0,Corrientes,Mayorista,F190306
2024-09-17,P006,Gorra Visera,C008,TodoDeporte,18,35.0,Buenos Aires,Tienda,F948000
2023-06-22,P001,Zapatillas Running,C009,ZonaActiva,16,120.5,Tucumán,Tienda,F454441
2025-04-15,P009,Mochila Gym,C009,ZonaActiva,10,180.0,Buenos Aires,Mayorista,F387349
2023-05-16,P004,Campera Rompeviento,C003,Outlet Sur,1,210.0,Entre Ríos,Tienda,F797041
2025-11-19,P004,Campera Rompeviento,C008,TodoDeporte,2,210.0,Tucumán,Tienda,F148622
2024-06-08,P002,Remera Deportiva,C008,TodoDeporte,3,45.0,Córdoba,Mayorista,F442988
2023-10-24,P003,Short Entrenamiento,C008,TodoDeporte,17,60.0,Neuquén,Tienda,F966682
2024-12-01,P006,Gorra Visera,C001,Deportes SA,4,35.0,Chaco,Mayorista,F474508
2025-04-12,P010,Guantes Invierno,C002,Indumentaria Norte,7,70.0,Corrientes,Online,F255105
2023-08-07,P010,Guantes Invierno,C009,ZonaActiva,8,70.0,Córdoba,Mayorista,F518842
2024-09-16,P009,Mochila Gym,C008,TodoDeporte,12,180.0,Entre Ríos,Tienda,F354639
2024-09-21,P009,Mochila Gym,C007,Fitness Pro,11,180.0,Mendoza,Tienda,F489314
2024-06-28,P006,Gorra Visera,C005,MegaSports,5,35.0,Tucumán,Online,F222043
2025-05-15,P008,Botines Futbol,C006,UrbanFit,2,250.0,Entre Ríos,Tienda,F568898
2023-05-18,P003,Short Entrenamiento,C001,Deportes SA,10,60.0,Salta,Tienda,F545568
2023-02-03,P007,Buzo Deportivo,C009,ZonaActiva,20,150.0,Salta,Mayorista,F695433
2024-05-21,P005,Medias Técnicas,C008,TodoDeporte,14,25.0,Neuquén,Online,F766801
2024-03-16,P002,Remera Deportiva,C004,Tiendas Centro,15,45.0,Chaco,Mayorista,F971887
2024-01-20,P006,Gorra Visera,C005,MegaSports,13,35.0,Buenos Aires,Mayorista,F401031
2024-02-18,P001,Zapatillas Running,C004,Tiendas Centro,14,120.5,Salta,Mayorista,F131003
2023-10-02,P005,Medias Técnicas,C002,Indumentaria Norte,6,25.0,Corrientes,Online,F702828
2025-08-11,P004,Campera Rompeviento,C009,ZonaActiva,7,210.0,Tucumán,Mayorista,F816056
2023-10-18,P003,Short Entrenamiento,C004,Tiendas Centro,1,60.0,Neuquén,Online,F551747
2024-10-31,P008,Botines Futbol,C003,Outlet Sur,19,250.0,Tucumán,Mayorista,F517901
2024-04-12,P001,Zapatillas Running,C008,TodoDeporte,19,120.5,Córdoba,Online,F499657
2025-11-17,P002,Remera Deportiva,C008,TodoDeporte,13,45.0,Neuquén,Mayorista,F890363
2023-03-21,P004,Campera Rompeviento,C005,MegaSports,2,210.0,Buenos Aires,Tienda,F179040
2024-08-03,P010,Guantes Invierno,C008,TodoDeporte,5,70.0,Entre Ríos,Online,F631616
2023-03-19,P001,Zapatillas Running,C004,Tiendas Centro,7,120.5,Corrientes,Tienda,F938973
2023-12-19,P001,Zapatillas Running,C002,Indumentaria Norte,15,120.5,Entre Ríos,Mayorista,F455558
2024-06-10,P010,Guantes Invierno,C009,ZonaActiva,10,70.0,Entre Ríos,Tienda,F259244
2025-08-07,P010,Guantes Invierno,C010,Running World,2,70.0,Chaco,Mayorista,F488618
2024-06-25,P001,Zapatillas Running,C008,TodoDeporte,17,120.5,Chaco,Tienda,F212909
2023-09-13,P010,Guantes Invierno,C008,TodoDeporte,20,70.0,Mendoza,Tienda,F558942
2025-02-11,P004,Campera Rompeviento,C008,TodoDeporte,4,210.0,Entre Ríos,Mayorista,F879366
2024-02-18,P005,Medias Técnicas,C010,Running World,10,25.0,Chaco,Mayorista,F169208
2024-07-29,P002,Remera Deportiva,C001,Deportes SA,16,45.0,Tucumán,Tienda,F227362
2023-06-09,P009,Mochila Gym,C006,UrbanFit,7,180.0,Córdoba,Online,F116074
2023-01-10,P004,Campera Rompeviento,C004,Tiendas Centro,19,210.0,Chaco,Tienda,F769543
2025-08-10,P006,Gorra Visera,C008,TodoDeporte,1,35.0,Buenos Aires,Online,F358823
2024-04-09,P005,Medias Técnicas,C003,Outlet Sur,18,25.0,Córdoba,Tienda,F529351
2024-06-05,P006,Gorra Visera,C008,TodoDeporte,16,35.0,Neuquén,Tienda,F554214
2025-10-10,P005,Medias Técnicas,C005,MegaSports,5,25.0,Corrientes,Online,F684186
2024-04-18,P007,Buzo Deportivo,C005,MegaSports,5,150.0,Corrientes,Tienda,F539284
2025-02-14,P009,Mochila Gym,C002,Indumentaria Norte,17,180.0,Córdoba,Mayorista,F586870
2025-07-30,P006,Gorra Visera,C005,MegaSports,15,35.0,Córdoba,Tienda,F642907
2023-02-10,P002,Remera Deportiva,C007,Fitness Pro,2,45.0,Mendoza,Online,F736155
2023-03-06,P003,Short Entrenamiento,C002,Indumentaria Norte,10,60.0,Corrientes,Tienda,F956863
2025-09-26,P004,Campera Rompeviento,C008,TodoDeporte,13,210.0,Buenos Aires,Online,F435436
2023-08-11,P005,Medias Técnicas,C009,ZonaActiva,16,25.0,Chaco,Tienda,F393305
2024-11-04,P010,Guantes Invierno,C002,Indumentaria Norte,4,70.0,Corrientes,Mayorista,F997303
2025-01-06,P010,Guantes Invierno,C006,UrbanFit,15,70.0,Entre Ríos,Tienda,F280564
2023-11-09,P006,Gorra Visera,C006,UrbanFit,19,35.0,Buenos Aires,Online,F867370
2024-07-16,P009,Mochila Gym,C003,Outlet Sur,8,180.0,Córdoba,Tienda,F731366
2024-12-16,P002,Remera Deportiva,C003,Outlet Sur,11,45.0,Neuquén,Tienda,F553117
2024-05-18,P006,Gorra Visera,C002,Indumentaria Norte,20,35.0,Entre Ríos,Tienda,F454634
2024-04-30,P001,Zapatillas Running,C001,Deportes SA,6,120.5,Corrientes,Online,F446631
2025-05-10,P001,Zapatillas Running,C004,Tiendas Centro,15,120.5,Buenos Aires,Mayorista,F314204
2025-12-07,P010,Guantes Invierno,C007,Fitness Pro,19,70.0,Neuquén,Tienda,F976675
2023-07-31,P007,Buzo Deportivo,C008,TodoDeporte,20,150.0,Neuquén,Online,F658429
2024-12-01,P005,Medias Técnicas,C004,Tiendas Centro,8,25.0,Tucumán,Mayorista,F426530
2023-01-14,P003,Short Entrenamiento,C005,MegaSports,5,60.0,Salta,Mayorista,F861130
2023-05-31,P002,Remera Deportiva,C003,Outlet Sur,19,45.0,Santa Fe,Tienda,F287068
2023-10-15,P008,Botines Futbol,C006,UrbanFit,7,250.0,Córdoba,Mayorista,F429119
2025-07-11,P010,Guantes Invierno,C003,Outlet Sur,1,70.0,Santa Fe,Mayorista,F933011
2025-11-11,P007,Buzo Deportivo,C007,Fitness Pro,16,150.0,Neuquén,Mayorista,F549763
2025-08-26,P003,Short Entrenamiento,C006,UrbanFit,20,60.0,Tucumán,Mayorista,F757980
2024-03-23,P010,Guantes Invierno,C007,Fitness Pro,5,70.0,Buenos Aires,Tienda,F169451
2024-05-01,P010,Guantes Invierno,C003,Outlet Sur,14,70.0,Tucumán,Mayorista,F673682
2024-08-05,P006,Gorra Visera,C002,Indumentaria Norte,17,35.0,Santa Fe,Online,F389149
2023-11-18,P007,Buzo Deportivo,C010,Running World,12,150.0,Buenos Aires,Online,F279883
2023-01-31,P009,Mochila Gym,C006,UrbanFit,10,180.0,Salta,Online,F475580
2024-08-02,P005,Medias Técnicas,C001,Deportes SA,10,25.0,Buenos Aires,Online,F428649
2024-08-03,P009,Mochila Gym,C009,ZonaActiva,19,180.0,Chaco,Tienda,F792396
2023-10-31,P006,Gorra Visera,C003,Outlet Sur,19,35.0,Chaco,Mayorista,F536666
2024-09-23,P002,Remera Deportiva,C003,Outlet Sur,9,45.0,Salta,Mayorista,F861053
2023-10-18,P001,Zapatillas Running,C009,ZonaActiva,9,120.5,Chaco,Mayorista,F251971
2024-06-30,P007,Buzo Deportivo,C003,Outlet Sur,9,150.0,Buenos Aires,Mayorista,F947179
2023-07-25,P005,Medias Técnicas,C009,ZonaActiva,3,25.0,Salta,Mayorista,F601573
2023-09-25,P008,Botines Futbol,C001,Deportes SA,10,250.0,Buenos Aires,Mayorista,F425547
2023-11-19,P004,Campera Rompeviento,C004,Tiendas Centro,15,210.0,Salta,Tienda,F641223
2023-04-07,P006,Gorra Visera,C004,Tiendas Centro,20,35.0,Chaco,Tienda,F558022
2025-02-19,P009,Mochila Gym,C004,Tiendas Centro,6,180.0,Tucumán,Tienda,F821756
2024-03-14,P002,Remera Deportiva,C007,Fitness Pro,14,45.0,Corrientes,Online,F365308
2023-12-04,P007,Buzo Deportivo,C001,Deportes SA,6,150.0,Buenos Aires,Mayorista,F281530
2025-07-16,P002,Remera Deportiva,C005,MegaSports,12,45.0,Córdoba,Mayorista,F275420
2025-07-31,P009,Mochila Gym,C005,MegaSports,18,180.0,Mendoza,Online,F511337
2025-08-09,P002,Remera Deportiva,C008,TodoDeporte,11,45.0,Entre Ríos,Mayorista,F756420
2024-03-12,P007,Buzo Deportivo,C006,UrbanFit,6,150.0,Entre Ríos,Online,F970388
2023-06-17,P002,Remera Deportiva,C009,ZonaActiva,1,45.0,Córdoba,Online,F398791
2025-08-30,P007,Buzo Deportivo,C005,MegaSports,15,150.0,Chaco,Tienda,F855394
2023-06-24,P002,Remera Deportiva,C003,Outlet Sur,4,45.0,Buenos Aires,Tienda,F921420
2023-07-11,P010,Guantes Invierno,C007,Fitness Pro,14,70.0,Salta,Tienda,F736006
2024-07-17,P010,Guantes Invierno,C010,Running World,11,70.0,Córdoba,Mayorista,F164332
2023-10-22,P010,Guantes Invierno,C005,MegaSports,14,70.0,Buenos Aires,Mayorista,F628320
2025-07-23,P006,Gorra Visera,C009,ZonaActiva,16,35.0,Buenos Aires,Mayorista,F466185
2024-10-17,P008,Botines Futbol,C002,Indumentaria Norte,8,250.0,Neuquén,Online,F638430
2024-03-16,P001,Zapatillas Running,C002,Indumentaria Norte,7,120.5,Corrientes,Mayorista,F266498
2024-05-09,P010,Guantes Invierno,C009,ZonaActiva,2,70.0,Salta,Mayorista,F311181
2024-07-02,P010,Guantes Invierno,C002,Indumentaria Norte,12,70.0,Santa Fe,Tienda,F882351
2024-09-05,P003,Short Entrenamiento,C007,Fitness Pro,9,60.0,Mendoza,Tienda,F253008
2024-08-22,P008,Botines Futbol,C010,Running World,8,250.0,Santa Fe,Tienda,F251868
2023-11-21,P003,Short Entrenamiento,C008,TodoDeporte,4,60.0,Entre Ríos,Online,F919439
2024-01-10,P008,Botines Futbol,C004,Tiendas Centro,12,250.0,Corrientes,Mayorista,F945453
2024-09-05,P010,Guantes Invierno,C007,Fitness Pro,4,70.0,Salta,Online,F979696
2023-07-22,P005,Medias Técnicas,C005,MegaSports,12,25.0,Buenos Aires,Mayorista,F475849
2024-07-29,P001,Zapatillas Running,C003,Outlet Sur,19,120.5,Santa Fe,Tienda,F651159
2024-04-20,P002,Remera Deportiva,C003,Outlet Sur,1,45.0,Mendoza,Online,F702715
2023-03-29,P009,Mochila Gym,C010,Running World,12,180.0,Buenos Aires,Online,F315528
2025-11-11,P008,Botines Futbol,C006,UrbanFit,2,250.0,Mendoza,Online,F781671
2025-12-03,P005,Medias Técnicas,C004,Tiendas Centro,12,25.0,Chaco,Online,F635531
2024-03-11,P008,Botines Futbol,C007,Fitness Pro,5,250.0,Tucumán,Tienda,F153621
2024-02-09,P009,Mochila Gym,C009,ZonaActiva,9,180.0,Mendoza,Mayorista,F917182
2023-07-31,P004,Campera Rompeviento,C005,MegaSports,10,210.0,Tucumán,Tienda,F340452
2024-09-23,P006,Gorra Visera,C008,TodoDeporte,5,35.0,Santa Fe,Online,F748167
2023-08-09,P008,Botines Futbol,C004,Tiendas Centro,15,250.0,Tucumán,Online,F604304
2023-03-16,P004,Campera Rompeviento,C004,Tiendas Centro,2,210.0,Córdoba,Mayorista,F856358
2023-11-02,P007,Buzo Deportivo,C003,Outlet Sur,6,150.0,Corrientes,Online,F262676
2025-12-07,P009,Mochila Gym,C004,Tiendas Centro,8,180.0,Tucumán,Online,F818599
2024-12-27,P006,Gorra Visera,C009,ZonaActiva,18,35.0,Santa Fe,Online,F747287
2024-06-09,P010,Guantes Invierno,C006,UrbanFit,4,70.0,Salta,Mayorista,F975039
2023-12-22,P004,Campera Rompeviento,C008,TodoDeporte,7,210.0,Neuquén,Tienda,F298417
2025-08-13,P010,Guantes Invierno,C007,Fitness Pro,16,70.0,Salta,Tienda,F211820
2024-10-29,P008,Botines Futbol,C010,Running World,7,250.0,Salta,Online,F339380
2023-03-11,P005,Medias Técnicas,C005,MegaSports,6,25.0,Entre Ríos,Online,F377530
2025-10-10,P001,Zapatillas Running,C010,Running World,6,120.5,Salta,Online,F728624
2024-08-30,P005,Medias Técnicas,C001,Deportes SA,9,25.0,Salta,Tienda,F240459
2023-09-09,P009,Mochila Gym,C004,Tiendas Centro,3,180.0,Córdoba,Mayorista,F689842
2024-03-08,P003,Short Entrenamiento,C007,Fitness Pro,19,60.0,Mendoza,Tienda,F171037
2025-03-13,P010,Guantes Invierno,C003,Outlet Sur,3,70.0,Mendoza,Tienda,F937704
2024-05-04,P006,Gorra Visera,C001,Deportes SA,11,35.0,Buenos Aires,Tienda,F359507
2023-06-10,P006,Gorra Visera,C001,Deportes SA,3,35.0,Salta,Mayorista,F874392
2024-11-26,P006,Gorra Visera,C008,TodoDeporte,17,35.0,Salta,Mayorista,F572653
2024-05-06,P010,Guantes Invierno,C004,Tiendas Centro,18,70.0,Córdoba,Online,F275400
2024-02-12,P007,Buzo Deportivo,C006,UrbanFit,8,150.0,Córdoba,Tienda,F950961
2024-11-08,P009,Mochila Gym,C007,Fitness Pro,3,180.0,Neuquén,Mayorista,F169892
2024-07-29,P007,Buzo Deportivo,C006,UrbanFit,9,150.0,Salta,Mayorista,F661456
2025-07-29,P001,Zapatillas Running,C005,MegaSports,16,120.5,Corrientes,Mayorista,F982512
2025-01-15,P010,Guantes Invierno,C002,Indumentaria Norte,20,70.0,Salta,Online,F159302
2024-02-04,P005,Medias Técnicas,C008,TodoDeporte,18,25.0,Neuquén,Online,F391145
2024-02-23,P009,Mochila Gym,C003,Outlet Sur,11,180.0,Mendoza,Mayorista,F557612
2023-09-05,P003,Short Entrenamiento,C001,Deportes SA,12,60.0,Corrientes,Mayorista,F766907
2025-07-08,P007,Buzo Deportivo,C010,Running World,16,150.0,Chaco,Online,F461415
2023-10-13,P002,Remera Deportiva,C003,Outlet Sur,11,45.0,Chaco,Online,F849463
2024-04-18,P001,Zapatillas Running,C001,Deportes SA,13,120.5,Tucumán,Tienda,F688296
2025-04-18,P006,Gorra Visera,C001,Deportes SA,18,35.0,Santa Fe,Online,F220025
2023-06-28,P001,Zapatillas Running,C004,Tiendas Centro,19,120.5,Tucumán,Mayorista,F704987
2025-06-05,P003,Short Entrenamiento,C005,MegaSports,18,60.0,Chaco,Mayorista,F431019
2025-09-01,P001,Zapatillas Running,C008,TodoDeporte,16,120.5,Salta,Online,F818805
